Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
chr19_+_12810258_12810385	15	6	8	8	10	14	15
chr19_+_12862966_12863118	14	78	15	13	18	12	11
chr19_+_12910391_12910426	304	172	531	564	109	810	86
chr19_+_12910428_12910431	319	175	552	579	111	852	86
chr19_+_12910440_12910546	285	157	515	528	103	769	82
chr19_+_12917607_12917655	87	90	68	70	58	65	136
chr19_+_12917656_12917669	112	50	66	109	37	84	116
chr19_+_12917671_12917792	68	80	55	55	40	51	107
chr19_+_12966970_12967835	25	27	21	21	21	22	19
chr19_+_12995782_12995827	6	5	4	5	4	5	4
chr19_+_12996368_12996427	5	5	4	4	4	4	4
chr19_+_12996745_12996776	6	5	4	5	4	5	4
chr19_+_12996830_12996860	6	5	4	5	4	5	4
chr19_+_13122272_13122313	8	631	113	128	164	154	23
chr19_+_13124870_13124887	8	628	111	127	166	153	24
chr19_+_13124889_13125471	26	281	110	149	159	170	48
chr19_+_13703564_13703594	37	23	22	12	42	10	19
chr19_+_13719677_13719752	22	57	15	14	64	11	21
chr19_+_13736299_13736342	15336	5919	6302	11894	11732	9527	24893
chr19_+_13736345_13736350	949	2029	237	552	3115	487	5480
chr19_+_13736352_13736431	975	2053	246	571	3165	504	5576
chr19_+_13746255_13746276	208	251	621	235	115	313	153
chr19_+_13746278_13746291	186	183	520	202	99	255	140
chr19_+_13877955_13878006	28	16	24	21	25	24	29
chr19_+_13878007_13878013	28	16	24	21	25	24	29
chr19_+_13878038_13878039	17	6	8	12	14	7	13
chr19_+_13878044_13878079	28	16	24	21	25	24	29
chr19_+_13924287_13924310	10	15	8	14	10	10	52
chr19_+_13924318_13924319	10	15	8	14	10	10	52
chr19_+_14003261_14003261	15	24	14	16	19	13	14
chr19_+_14003459_14003570	31	25	27	32	42	21	24
chr19_+_14003572_14003599	31	25	27	32	42	21	24
chr19_+_14003611_14003683	31	25	27	32	42	21	24
chr19_+_14352920_14353179	3	3	3	3	3	4	3
chr19_+_14353209_14353301	8	37	8	17	12	11	5
chr19_+_14405100_14405211	10	31	4	23	9	13	13
chr19_+_14405216_14405400	11	30	5	26	8	14	14
chr19_+_14412052_14412079	8	28	5	20	8	10	10
chr19_+_14412080_14412085	10	32	4	25	9	14	14
chr19_+_14412087_14412228	11	29	5	28	7	15	14
chr19_+_14460757_14460757	344	859	1982	934	270	904	550
chr19_+_14501363_14501402	158	65	69	21	19	11	197
chr19_+_14501403_14501405	150	62	67	19	19	11	190
chr19_+_14501406_14501407	158	65	69	21	19	11	197
chr19_+_14501413_14501506	158	66	69	21	19	11	197
chr19_+_14913298_14913301	3	5	5	4	3	6	3
chr19_+_15024014_15024062	6071	4877	2138	5761	13330	5564	23745
chr19_+_15079141_15079242	26	12	12	26	16	26	17
chr19_+_15587028_15587031	8	7	7	11	12	8	7
chr19_+_15612706_15612740	18	9	12	19	20	20	12
chr19_+_15644885_15644917	47	19	26	29	92	31	32
chr19_+_15699833_15699853	5	5	5	6	6	6	6
chr19_+_15713200_15713202	14	6	9	8	11	10	10
chr19_+_15765760_15765858	5	9	5	5	5	8	4
chr19_+_15920817_15920817	2	4	3	2	3	18	4
chr19_+_16039170_16039356	503	39	226	625	18	579	24
chr19_+_16048047_16048153	530	38	226	597	21	567	24
chr19_+_16048266_16048305	501	39	216	583	19	554	25
chr19_+_16048306_16048313	528	38	225	594	20	564	24
chr19_+_16048315_16048454	500	43	233	669	21	552	27
chr19_+_16083434_16083514	75	568	189	130	93	103	96
chr19_+_16083549_16083684	86	591	224	147	110	119	112
chr19_+_16083706_16083738	39	473	110	75	43	58	46
chr19_+_16105837_16105837	31779	22918	14130	28038	27343	21164	41434
chr19_+_16115454_16115551	31779	22918	14130	28038	27343	21164	41434
chr19_+_16157198_16157266	125	289	189	177	42	140	78
chr19_+_16296632_16296650	31	93	17	112	95	82	94
chr19_+_16296734_16296804	35	88	23	96	120	68	96
chr19_+_16468181_16468249	19750	12441	8936	20792	14064	14465	28412
chr19_+_16632912_16633021	10789	9039	5036	9805	15218	6936	27679
chr19_+_16691786_16691790	23632	18034	11097	28173	15686	17999	30639
chr19_+_16801172_16801233	6	25	5	6	6	7	17
chr19_+_16860807_16860844	11	13	8	12	12	13	13
chr19_+_16860871_16861000	16100	23043	7992	21755	12803	13611	25987
chr19_+_17047569_17047617	27	22	22	36	26	39	33
chr19_+_17187154_17187191	30	29	27	27	28	28	24
chr19_+_17187196_17187214	26	24	24	25	25	26	21
chr19_+_17198012_17198056	12	10	7	6	10	6	5
chr19_+_17239148_17239262	17	141	64	78	19	74	36
chr19_+_17239264_17239325	17	139	64	79	20	72	36
chr19_+_17277476_17277707	35	53	40	12	12	8	40
chr19_+_17281216_17281347	42	5	42	49	6	47	137
chr19_+_17281352_17281365	42	5	42	49	6	47	137
chr19_+_17281374_17281411	42	5	42	49	6	47	137
chr19_+_17306790_17306808	100	69	38	78	48	40	39
chr19_+_17309325_17309420	100	69	38	78	48	40	39
chr19_+_17377502_17377630	14923	13051	6782	13542	16458	10586	30492
chr19_+_17483420_17483443	122	172	157	187	81	193	30
chr19_+_17483445_17483479	122	172	161	181	79	183	28
chr19_+_17499064_17499112	27	50	20	33	48	25	14
chr19_+_17527457_17527469	163	155	152	525	18	516	47
chr19_+_17527502_17527521	222	159	159	465	32	585	67
chr19_+_17691283_17691298	22	22	11	36	11	51	151
chr19_+_17691302_17691317	22	22	11	36	11	51	151
chr19_+_17719504_17719598	11	25	10	11	15	9	14
chr19_+_17723285_17723348	12	28	9	10	14	9	13
chr19_+_17766609_17766657	8	10	21	14	16	7	14
chr19_+_17766907_17766926	8	10	21	14	16	7	14
chr19_+_17766935_17766984	8	9	21	15	17	7	14
chr19_+_17831670_17831764	3843	9450	6093	8385	4609	8108	1145
chr19_+_17843753_17843908	41	20	36	47	27	21	29
chr19_+_17923110_17923110	45	16	38	50	53	37	55
chr19_+_18069596_18069622	15	26	7	12	17	11	10
chr19_+_18124967_18124995	31	31	25	28	32	35	23
chr19_+_18124998_18125066	26	26	16	26	23	30	19
chr19_+_18145578_18145604	12	121	70	11	111	33	25
chr19_+_18145619_18145624	27	66	83	23	93	43	33
chr19_+_18145631_18145651	11	75	54	15	69	24	19
chr19_+_18312365_18312452	16	17	12	17	9	15	18
chr19_+_18357966_18357999	33	24	141	109	192	156	21
chr19_+_18529571_18529649	31	91	81	75	55	59	47
chr19_+_18529652_18529696	24	137	101	89	73	63	65
chr19_+_18543613_18543702	3000	6064	5668	5159	3717	4681	4896
chr19_+_18560494_18560641	24	97	29	45	27	32	12
chr19_+_18584666_18584766	37	17	23	28	26	28	20
chr19_+_18608827_18608842	14	6	8	7	10	6	11
chr19_+_18655391_18655458	44	18	28	42	33	33	45
chr19_+_18655483_18655486	21	23	21	37	21	23	34
chr19_+_18655487_18655559	38	18	26	40	30	30	41
chr19_+_18803742_18803749	10	24	16	12	5	11	20
chr19_+_18803786_18803840	11	21	14	12	6	11	21
chr19_+_18891477_18891484	34	44	51	46	32	29	31
chr19_+_18891491_18891504	34	44	51	46	32	29	31
chr19_+_18891523_18891562	32	33	43	40	30	27	26
chr19_+_19005370_19005491	43	79	60	59	39	49	50
chr19_+_19005520_19005574	51	83	37	69	29	46	71
chr19_+_19005617_19005703	51	83	37	69	29	46	71
chr19_+_19005727_19005743	51	83	37	69	29	46	71
chr19_+_19164007_19164095	17	82	105	48	26	81	17
chr19_+_19164649_19164715	17	82	105	48	26	81	17
chr19_+_19164732_19164772	17	82	105	48	26	81	17
chr19_+_19183763_19183837	9	8	6	7	8	5	7
chr19_+_19292622_19292646	8	14	9	7	8	8	12
chr19_+_19292661_19292668	7	5	6	5	7	7	5
chr19_+_19357629_19357783	34	52	29	15	56	70	43
chr19_+_19487535_19487595	157	310	563	370	117	334	457
chr19_+_19488018_19488055	152	285	526	343	106	305	431
chr19_+_19640604_19640711	6	27	6	6	212	6	79
chr19_+_19837625_19837743	15	9	8	13	14	11	15
chr19_+_19872700_19872869	27	27	28	37	48	17	43
chr19_+_20049800_20049875	4129	7066	8282	5575	5851	6286	2246
chr19_+_20138991_20139082	47	407	119	245	30	110	305
chr19_+_20897898_20897967	27	42	17	13	28	21	81
chr19_+_20995265_20995377	15	68	12	20	18	11	23
chr19_+_21056792_21056895	1883	240	683	1677	502	1493	1868
chr19_+_21116666_21116727	239	318	106	172	239	79	390
chr19_+_21371724_21371879	12	10	8	12	9	10	11
chr19_+_21480229_21480302	13	58	12	14	23	12	16
chr19_+_22027093_22027105	24	13	16	22	21	24	29
chr19_+_22027118_22027188	24	13	16	22	21	24	29
chr19_+_22608964_22609078	24	24	23	26	39	23	41
chr19_+_23091616_23091676	38	647	15	62	84	29	347
chr19_+_23737651_23737655	2490	6147	9653	6099	4713	6789	2369
chr19_+_23889496_23889572	19202	17579	9161	20052	16349	13917	30060
chr19_+_24008065_24008127	30	15	22	26	36	25	25
chr19_+_24061717_24061901	29	12	20	25	30	25	22
chr19_+_34789009_34789050	32	78	187	27	14	55	44
chr19_+_34848166_34848212	29	7	15	19	19	21	12
chr19_+_34848214_34848308	29	7	15	19	19	21	12
chr19_+_34994701_34994782	9	73	10	14	8	19	17
chr19_+_34995290_34995434	8	65	10	14	8	21	14
chr19_+_35124951_35125293	68	44	65	69	59	66	55
chr19_+_35555158_35555283	11	12	10	17	12	13	22
chr19_+_37528340_37528464	15	4	11	11	11	14	14
chr19_+_37588355_37588551	21381	20024	8980	21315	16096	14581	34769
chr19_+_37763927_37764007	34	60	120	50	36	79	89
chr19_+_37874529_37874706	464	4	124	423	24	413	163
chr19_+_38154978_38155042	26	21	22	26	34	15	27
chr19_+_38263625_38263625	19	13	11	8	14	9	21
chr19_+_38376980_38377037	40	22	14	19	42	22	20
chr19_+_38377329_38377557	37	21	13	18	37	21	19
chr19_+_38389799_38389874	40	22	14	19	42	22	20
chr19_+_38485583_38485815	251	48	142	183	198	187	196
chr19_+_38556414_38556571	12	23	82	31	11	16	23
chr19_+_38804694_38804856	9	9	9	13	11	9	7
chr19_+_38867273_38867273	9	10	9	14	12	9	7
chr19_+_38979502_38979650	19	19	16	11	15	7	9
chr19_+_39355151_39355191	46	171	56	97	69	116	99
chr19_+_39355254_39355279	40	48	19	68	23	61	71
chr19_+_39355280_39355337	44	132	44	89	57	102	91
chr19_+_39402167_39402274	92	207	58	150	115	170	177
chr19_+_39437292_39437409	6	11	6	13	9	11	15
chr19_+_39547434_39547926	259	472	734	905	145	777	270
chr19_+_39547940_39547962	256	483	780	940	156	818	279
chr19_+_39547963_39547994	272	519	770	956	152	805	291
chr19_+_39547995_39548009	258	476	788	947	163	831	278
chr19_+_39611053_39611124	99	196	267	108	90	73	373
chr19_+_39611127_39611129	99	196	267	108	90	73	373
chr19_+_39611146_39611152	99	196	267	108	90	73	373
chr19_+_39860398_39860580	29	34	11	14	37	14	30
chr19_+_39916935_39916942	22	55	18	17	60	20	36
chr19_+_39917319_39917319	22	55	18	17	60	20	36
chr19_+_40213431_40213564	26	9	16	19	37	58	26
chr19_+_40223249_40223249	9	11	10	9	101	11	8
chr19_+_40224457_40224475	9	11	10	9	101	11	8
chr19_+_40224480_40224512	9	11	10	10	105	11	8
chr19_+_40242634_40242666	9	11	10	9	101	11	8
chr19_+_40298571_40298638	14	11	515	20	47	16	25
chr19_+_40299058_40299064	7	10	1777	8	24	9	8
chr19_+_40321567_40321572	11	3	4	4	7	3	7
chr19_+_40321584_40321593	14	3	5	4	9	4	9
chr19_+_40322231_40322231	7	5	4	3	13	3	5
chr19_+_40325993_40326076	8	5	6	10	6	8	5
chr19_+_40337454_40337478	22	721	122	687	11	483	6
chr19_+_40337480_40337684	28	785	147	723	16	532	8
chr19_+_40337846_40338000	22	713	122	669	12	479	7
chr19_+_40431122_40431140	13	7	54	22	60	12	31
chr19_+_40431359_40431563	13	7	54	22	60	12	31
chr19_+_40431618_40431621	15	7	54	26	61	13	29
chr19_+_40431678_40431770	13	8	54	23	60	12	31
chr19_+_40451626_40451717	124	120	69	119	102	125	63
chr19_+_40451720_40451744	94	98	60	85	112	102	54
chr19_+_40451807_40451819	129	121	74	120	108	128	66
chr19_+_40451842_40451904	131	66	71	112	85	132	70
chr19_+_40465249_40465282	20	16	21	17	206	15	23
chr19_+_40474867_40474936	16	11	11	14	9	13	13
chr19_+_40511909_40511954	18	19	11	16	16	14	16
chr19_+_40541327_40541341	12	18	10	16	11	8	9
chr19_+_40632456_40632459	6	5	8	6	8	9	5
chr19_+_40716153_40716267	8	5	7	8	5	7	1028
chr19_+_40728288_40728480	81	183	268	59	102	55	118
chr19_+_40795456_40795566	11	47	14	17	19	14	23
chr19_+_40811774_40811793	26	42	57	74	30	51	31
chr19_+_40811797_40811895	26	40	55	72	29	50	31
chr19_+_40824486_40824534	29	10	16	28	27	25	29
chr19_+_40830964_40831050	681	1133	1326	743	323	719	279
chr19_+_40831061_40831068	679	956	1281	741	321	678	282
chr19_+_40831073_40831112	678	1138	1309	736	323	710	280
chr19_+_40849554_40849559	6	7	5	6	5	6	8
chr19_+_40895669_40895669	12	7	7	7	9	7	97
chr19_+_40900757_40900784	15	29	8	17	18	11	57
chr19_+_40900965_40901088	15	29	8	17	18	11	57
chr19_+_40928300_40928418	26	37	75	33	11	34	140
chr19_+_40931285_40931464	20	15	22	22	19	30	25
chr19_+_40940883_40940952	1476	1046	287	999	5935	823	4904
chr19_+_40958206_40958366	59	23	18	41	47	30	75
chr19_+_41051186_41051423	7	7	9	15	53	11	12
chr19_+_41119861_41119861	11	4	7	7	10	10	10
chr19_+_41177882_41177986	39	33	43	43	50	29	28
chr19_+_41237597_41237625	22	38	10	36	18	18	350
chr19_+_41237644_41237681	22	38	10	36	18	18	350
chr19_+_41237688_41237724	33	66	16	36	42	24	454
chr19_+_41297727_41297727	81	124	227	216	89	214	208
chr19_+_41298177_41298302	71	113	204	195	75	200	174
chr19_+_41298493_41298559	75	126	223	205	87	196	196
chr19_+_41322686_41322838	335	453	413	949	186	1020	461
chr19_+_41322839_41322840	354	478	437	948	200	1033	463
chr19_+_41322841_41322905	367	495	462	977	204	1049	488
chr19_+_41323349_41323408	346	454	424	918	198	1018	437
chr19_+_41323636_41324415	325	455	370	904	190	1006	424
chr19_+_41397343_41397486	64	246	143	154	213	192	50
chr19_+_41397819_41397980	64	246	143	154	213	192	50
chr19_+_41980248_41980304	3776	150	776	1454	246	1157	2490
chr19_+_42033106_42033106	13	9	8	8	9	7	11
chr19_+_42033564_42033904	15	10	9	10	10	9	15
chr19_+_42099073_42099288	57	63	34	231	2	157	70
chr19_+_42689680_42689723	9919	10429	3905	5713	11792	4570	19975
chr19_+_42689881_42689959	1972	529	326	1489	505	1088	2281
chr19_+_42734115_42734341	29093	25918	10922	25487	23044	18468	43872
chr19_+_43089681_43089713	15	19	16	22	37	32	27
chr19_+_43446937_43447073	15	295	1940	15	308	10	529
chr19_+_43447078_43447165	15	295	1940	15	308	10	529
chr19_+_43447262_43447372	14	310	1926	15	245	11	535
chr19_+_43518282_43518424	6	4	8	5	7	7	117
chr19_+_43557024_43557029	375	329	725	582	92	565	571
chr19_+_43557186_43557237	390	349	761	610	96	581	598
chr19_+_43557264_43557488	396	339	751	622	95	578	611
chr19_+_43585668_43585815	6287	2086	2451	4921	2629	3764	5738
chr19_+_43616167_43616202	8	7	9	6	5	6	7
chr19_+_43801524_43801583	355	879	826	454	306	495	98
chr19_+_43801647_43801665	344	1345	918	456	283	574	112
chr19_+_43801671_43801686	337	1365	884	448	281	549	109
chr19_+_43801687_43801687	378	1434	963	494	305	594	128
chr19_+_43801688_43801747	374	1436	956	491	301	592	126
chr19_+_43830146_43830152	151	72	289	325	146	433	40
chr19_+_43830154_43830168	101	173	239	232	107	314	47
chr19_+_43830189_43830233	101	173	239	232	107	314	47
chr19_+_43971689_43971693	8	6	1024	6	8	5	7
chr19_+_44082410_44082457	22	34	24	20	25	26	79
chr19_+_44082458_44082659	18	24	20	16	21	21	75
chr19_+_44113187_44113187	48	31	325	87	10	81	15
chr19_+_44113402_44113484	16	14	29	19	12	21	13
chr19_+_44308224_44308347	56	27	33	56	49	40	76
chr19_+_44524936_44524938	84	6	27	41	49	36	32
chr19_+_44524939_44524971	26	11	24	46	12	42	39
chr19_+_44524972_44525025	26	11	24	46	12	42	39
chr19_+_44573790_44573857	1598	5519	1100	1604	5761	1312	9071
chr19_+_44573858_44573899	1810	4734	1204	1723	5460	1395	8588
chr19_+_44589283_44589292	155	298	93	35	571	18	821
chr19_+_44589297_44589932	154	296	92	35	568	18	812
chr19_+_44590345_44590793	155	298	93	35	571	18	821
chr19_+_44591589_44591677	529	5388	514	71	2446	3	6930
chr19_+_44628025_44628052	39	69	32	72	44	61	161
chr19_+_44628060_44628075	35	65	29	64	41	54	153
chr19_+_44628080_44628090	39	69	32	72	44	61	161
chr19_+_44628091_44628111	39	69	32	72	44	61	161
chr19_+_44628115_44628171	39	69	32	72	44	61	161
chr19_+_44662891_44662963	23632	18034	11097	28173	15686	17999	30639
chr19_+_44681374_44681397	5	3	3	6	8	5	4
chr19_+_44681425_44681433	8	5	5	13	18	8	7
chr19_+_44681443_44681452	8	6	7	12	15	9	8
chr19_+_44785003_44785047	8	5	10	10	12	10	14
chr19_+_44838373_44838397	2	2	26	10	23	4	10
chr19_+_44886785_44886981	7	4	8	8	10	6	7
chr19_+_45168872_45168949	107	63	203	157	77	142	124
chr19_+_45194782_45194868	21761	17058	8941	19554	20945	13507	38712
chr19_+_45389356_45389617	101	18	45	75	53	70	58
chr19_+_45546171_45546171	80	26	75	302	49	169	46
chr19_+_45546369_45546492	88	26	79	318	53	178	51
chr19_+_45563594_45563601	80	26	75	302	49	169	46
chr19_+_45563603_45563604	80	26	75	302	49	169	46
chr19_+_45563607_45563635	80	26	75	302	49	169	46
chr19_+_45563637_45563651	80	26	75	302	49	169	46
chr19_+_45564549_45564697	80	26	75	302	49	169	46
chr19_+_45664889_45664965	17	12	11	13	18	15	16
chr19_+_45790911_45790911	12	19	14	17	15	15	17
chr19_+_45794895_45794989	17	14	17	22	18	16	19
chr19_+_45799060_45799119	17	14	17	22	18	16	19
chr19_+_45811316_45811343	12	19	14	17	15	15	17
chr19_+_45811856_45811940	10	17	11	11	10	10	13
chr19_+_45914755_45915108	35	21	33	16	29	17	26
chr19_+_45915122_45915140	35	21	33	16	29	17	26
chr19_+_45948598_45948688	21	476	292	98	32	74	75
chr19_+_45948911_45949152	22	475	295	104	34	78	78
chr19_+_45973139_45973287	20	22	16	25	15	16	11
chr19_+_45976001_45976120	19	32	28	16	14	21	26
chr19_+_45996881_45996931	39	143	50	68	34	86	608
chr19_+_45996940_45996986	39	143	50	68	34	86	608
chr19_+_45998020_45998029	39	143	50	68	34	86	608
chr19_+_46121963_46122017	13	6	9	11	9	10	8
chr19_+_46189022_46189048	11	7	8	10	13	10	11
chr19_+_46201665_46201708	1074	102	168	822	309	648	660
chr19_+_46207335_46207421	17	10	11	15	13	17	13
chr19_+_46286207_46286216	19	10	15	16	18	20	18
chr19_+_46312176_46312199	5	4	3	6	6	7	5
chr19_+_46416938_46416964	45	11	104	485	15	234	42
chr19_+_46416971_46416973	19	8	24	32	25	18	21
chr19_+_46416975_46416998	19	8	24	32	25	18	21
chr19_+_46417099_46417103	19	8	24	32	25	18	21
chr19_+_46417117_46417140	10	5	16	8	10	7	28
chr19_+_46460208_46460406	26	162	52	101	54	95	103
chr19_+_46461897_46462081	20	62	20	32	23	74	71
chr19_+_46462113_46462121	48	38	40	94	22	109	212
chr19_+_46462125_46462168	52	32	35	83	21	92	221
chr19_+_46462169_46462170	41	20	25	68	14	75	175
chr19_+_46462176_46462187	52	32	35	83	21	92	221
chr19_+_46462189_46462367	46	28	29	78	14	88	198
chr19_+_46462816_46462825	41	20	25	68	14	75	175
chr19_+_46462853_46462909	52	32	35	83	21	92	221
chr19_+_46489987_46490238	25	279	61	128	60	118	106
chr19_+_46503524_46503529	38	228	94	165	81	199	141
chr19_+_46595533_46595556	21	52	30	17	22	11	38
chr19_+_46595558_46595562	31	32	21	12	17	17	38
chr19_+_46595563_46595584	23	34	30	18	17	14	35
chr19_+_46762872_46762949	19	8	14	14	15	15	9
chr19_+_46774370_46774465	19	8	14	15	15	15	9
chr19_+_46904365_46904371	18	6	13	10	37	9	21
chr19_+_46904374_46904409	16	5	24	18	26	23	18
chr19_+_46904452_46904501	18	5	14	10	36	9	21
chr19_+_46951237_46951386	17	13	28	17	59	25	17
chr19_+_46992361_46992423	34	11	20	40	31	39	32
chr19_+_47055827_47055827	4509	6936	9027	7052	5088	7323	2099
chr19_+_47056102_47056130	4509	6936	9027	7052	5088	7323	2099
chr19_+_47056162_47056179	4416	6856	8941	6973	4999	7277	2049
chr19_+_47073029_47073214	15	69	12	10	15	11	13
chr19_+_47079089_47079146	26	41	23	20	30	24	13
chr19_+_47079147_47079170	25	44	23	19	28	23	12
chr19_+_47080285_47080367	21	52	22	17	26	23	11
chr19_+_47272115_47272129	27	68	14	24	26	17	72
chr19_+_47272138_47272157	16	53	12	19	18	10	55
chr19_+_47272173_47272240	27	68	14	24	26	17	72
chr19_+_47416271_47416337	5	1834	4	5	8	4	58
chr19_+_47480445_47480694	42	85	41	60	67	54	116
chr19_+_47521600_47521653	17	13	11	14	9	15	11
chr19_+_48549664_48549708	7	12	10	6	10	9	10
chr19_+_48772791_48772791	27	20	14	27	35	22	25
chr19_+_48776535_48776590	27	20	14	27	35	22	25
chr19_+_48776598_48776641	34	20	16	33	44	27	32
chr19_+_48792383_48792383	20	18	24	25	18	24	22
chr19_+_48792574_48792627	18	18	22	22	16	20	20
chr19_+_48912053_48912077	24	6	14	20	13	20	149
chr19_+_49147219_49147236	6	10	5	6	12	6	7
chr19_+_49180171_49180220	23	10	21	25	17	17	15
chr19_+_49198916_49198977	8	9	9	9	10	9	8
chr19_+_49221333_49221391	27	8	18	19	19	14	17
chr19_+_49248003_49248042	8	8	6	6	13	7	9
chr19_+_49268106_49268194	11	10	32	11	11	19	8
chr19_+_49290319_49290425	18	13	11	16	12	12	14
chr19_+_49309350_49309443	15	7	13	12	19	12	14
chr19_+_49337548_49337555	34	19	22	29	31	29	24
chr19_+_49361054_49361159	9	13	24	19	13	13	9
chr19_+_49408523_49408673	16	21	11	17	18	21	14
chr19_+_49838930_49839013	14	10	16	25	20	23	14
chr19_+_49839020_49839023	12	9	11	22	14	18	10
chr19_+_49839047_49839065	13	9	15	24	18	21	13
chr19_+_49943773_49943870	10	11	11	37	31	24	11
chr19_+_49972965_49973027	6	4	45	9	7	5	5
chr19_+_50004134_50004258	28	11	19	16	75	14	25
chr19_+_50041232_50041333	53	32	39	120	40	160	62
chr19_+_50041387_50041394	53	32	39	120	40	160	62
chr19_+_50041400_50041407	40	33	35	117	36	161	55
chr19_+_50041424_50041623	51	30	32	93	37	149	51
chr19_+_50086299_50086349	175	418	253	207	111	190	109
chr19_+_50086350_50086356	179	419	264	230	107	212	118
chr19_+_50086357_50086359	174	411	251	203	106	188	102
chr19_+_50086362_50086398	175	414	255	212	106	196	107
chr19_+_50086405_50086422	176	414	256	213	106	197	108
chr19_+_50086482_50086651	177	412	263	223	103	209	114
chr19_+_50100843_50100941	3862	21	33	124	36	12	53
chr19_+_50109416_50109421	678	218	15	20	44	12	40
chr19_+_50109760_50109808	650	205	13	16	41	10	33
chr19_+_50109903_50109988	947	529	10	8	24	5	9
chr19_+_50137334_50137374	35	17	21	35	63	28	28
chr19_+_50141068_50141082	30	9	19	54	67	24	22
chr19_+_50144267_50144379	4	3	4	4	4	4	4
chr19_+_50150441_50150483	105	32	28	83	23	63	70
chr19_+_50150486_50150503	96	23	26	70	18	47	62
chr19_+_50196526_50196639	10	6	8	5	5	8	5
chr19_+_50234135_50234192	59	77	44	46	72	42	78
chr19_+_50274309_50274397	17	6	13	19	25	12	16
chr19_+_50287999_50288111	25	9	24	20	28	17	18
chr19_+_50446345_50446389	25	37	55	37	26	46	170
chr19_+_50446391_50446686	27	35	50	38	27	43	148
chr19_+_50601306_50601541	22	22	24	34	29	19	20
chr19_+_50601708_50601794	22	22	24	34	29	19	20
chr19_+_50663089_50663130	8	896	7	8	11	9	73
chr19_+_50692325_50692353	363	1033	966	1023	200	560	75
chr19_+_50702525_50702532	59	109	256	39	27	130	28
chr19_+_50702588_50702639	59	109	256	39	27	130	28
chr19_+_50863341_50863354	81	43	52	87	80	78	48
chr19_+_50887580_50887580	11	13	9	15	10	11	11
chr19_+_50887738_50887798	21	19	11	23	23	13	11
chr19_+_51492136_51492171	21	11	11	11	18	10	16
chr19_+_51493486_51493554	20	12	10	11	18	10	16
chr19_+_51498695_51498764	21	11	10	11	17	10	16
chr19_+_51542085_51542183	25	19	23	33	17	24	18
chr19_+_51542184_51542215	15	16	13	14	17	12	12
chr19_+_51796229_51796246	63	83	98	253	34	170	343
chr19_+_51796330_51796390	65	93	107	262	36	177	394
chr19_+_51796399_51796505	57	69	103	226	30	158	433
chr19_+_51797167_51797247	37	35	120	160	23	131	902
chr19_+_51804260_51804471	106	222	97	403	54	231	190
chr19_+_51941142_51941157	12	6	7	8	8	10	7
chr19_+_52113772_52113772	21	12	15	21	16	19	72
chr19_+_52214885_52214948	30	17	22	16	25	19	16
chr19_+_52215982_52216120	28	16	20	18	33	18	14
chr19_+_52325884_52325955	27	207	94	162	13	93	172
chr19_+_52325958_52325972	28	202	89	153	13	88	165
chr19_+_52325973_52325986	26	196	95	174	12	98	171
chr19_+_52325988_52326014	28	202	89	153	13	88	165
